IMO number	1st name	/ nationality	owner	operator	completion year	shipyard	yard / hull number	engine design	engine type	power output (KW)	maximum speed (Kn)	overall length (m)	overall beam (m)	maximum draught (m)	maximum TEU capacity	container capacity at 14t (TEU)	reefer containers (TEU)	deadweight (ton)	gross tonnage (ton)	handling gear	exname 1	exname 2	exname 3	exname 4	exname 5	exname 6	exname 7	exname 8	exname 9
9197351	KRIBI	Chile	CSAV	CSAV	1999 / 10	Hanjin Heavy Industries Co. Ltd., South Korea	641	B&W;	7S60MC	15.800	20,7	168,00	28,00	8,80	1587		200	19.574	16.986	3 x 40	FESCO-ENDEAVOUR-02	ANL OKAPI-02							
7931911	SOFATI UK	Spain	Navigation Maritime Bulgare		1981 / 00	Juliana Constructora Gijonesa SA, Spain	274	MAN	8L45GFCA	5.804	16,5	120,80	20,80	7,90	632		105	10.641	6.619	None									
8819940	MC-KINNEY MAERSK	Panama	Danaos Shipping		1991 / 03	Odense Steel Shipyard AS, Denmark	132	B&W;	12K90MC	48882	28,1	294,30	32,20	13,50	4814	4200	500	59.500	52.183	None	MC-KINNEY MAERSK-06	MAERSK MARATHON-08	MSC MARATHON-10						
9060273	HARMONY	Malta	PEC Shipmanagment		1994  / 02	Hanjin Heavy Industries Co. Ltd., South Korea	614	B&W;	6S60MC	12.268	19,5	168,00	27,20	9,20	1642	1196	108	21.480	16.915	2 x40	CONTSHIP EGYPT-95	BEIRUT-97	UB TIGER-98	DNOL BEIRUT	P&O; NEDLLOYD BEIRUT-02	MSC FADO-03	HARMONY-11		
9113458	STEINDEICH	Germany	Marconsult Schiffart		1996 / 09	Stocznia Gdansk S.A., Poland	8130/02	B&W;	8S50MC	11414	19,0	159,20	24,00	10,20	1205	849	110	18.355	14.011	2 x 43	P&O; NEDLLOYD MOMBASA-01	GUATEMALA-07	DELMAS LEIXOES-09						
9343687	STADT LAUENBURG	Antigua	Thien & Heyenga	Sinotrans	2007 / 09	Daesun Shipbuilding & Engineering  Co Ltd, South Korea	462	B&W;	6S46MC-C	6.891	17,9	142,70	22,60	8,20	1043	655	180	12.400	9.850										
9204491	ANGELA JRGENS	Antigua	Marconsult Schiffahrt		2000 / 01	Stocznia Szczecinska S.A., Poland	188/2/1	MAN	6L58/64	8.340	19,6	132,90	23,10	7,70	907	503	160	9.100	8.600	2 x 45									
9359014	MARCHEN MAERSK	Denmark	Maersk Line	Maersk	2008 / 07	Odense Steel Shipyard AS, Denmark	212	WAR	12RT-flex96C	68.640	25,0	366.9	42,80	15,00	10150	7668	900	116.100	98.268	None									
9202053	TRINA OLDENDORFF	Antigua	Marconsult Schiffahrt	MSC	2000 / 02	Flensburger Schiffsbau-Gesellschaft MbH & Co. KG, Germany	0705	MIT	6UEC50LSII	11.220	17,0	153,20	23,60	9,00	1300	1000	63	20.500	13.066	2 x 60	CIELO DEL CARIBE-04	MSC TOULOUSE-07	NILEDUTCH KUITO-10						
9343663	MARCLIFF	Antigua	Marconsult Schiffahrt	SYMS	2007 / 02	Daesun Shipbuilding & Engineering  Co Ltd, South Korea	460	B&W;	6S46MC-C	6.891	17,9	142,70	22,60	8,20	1043	655	180	12.400	9.850		MARCLIFF-09	SITC PRESTIGE-12							
9343699	MARCLOUD	Antigua	Marconsult Schiffahrt	SYMS	2008 / 08	Daesun Shipbuilding & Engineering  Co Ltd, South Korea	463	B&W;	6S46MC-C	6.891	17,9	142,70	22,60	8,20	1043	655	180	12.400	9.850		SITC PROSPECT-10								
9343675	STADT RATZEBURG	Antigua	Thien & Heyenga	SYMS	2007 / 06	Daesun Shipbuilding & Engineering  Co Ltd, South Korea	461	B&W;	6S46MC-C	6.891	17,9	142,70	22,60	8,20	1043	655	180	12.400	9.850										
9213284	MARE ARCTICUM	Antigua	Hansa Mare & Co	MSC	2000 / 12	Hyundai Heavy Industries Ltd. Co, South Korea	1265	SUL	9RTA84C	36.460	24,5	266,70	32,30	12,50	4038	3155	430	52.330	40.306	None	TRADE TRESIA-03	YM NEW YORK-04	MARE ARCTIUM-04	APL CHILE-13					
9213272	MARE ATLANTICUM	Antigua	Hansa Mare & Co	MSC	2000 / 12	Hyundai Heavy Industries Ltd. Co, South Korea	1264	SUL	9RTA84C	36.460	24,5	266,70	32,30	12,50	4038	3155	430	52.330	40.306	None	DONAU BRIDGE-03	MSC SCANDINAVIA-11							
9235074	MARE BRITANNICUM	Antigua	Hansa Mare & Co	MSC	2000 / 12	Hyundai Heavy Industries Ltd. Co, South Korea	1266	SUL	9RTA84C	36.460	24,5	266,70	32,30	12,50	4038	3155	430	52.330	40.306	None	TRADE FREDA-03	YM WILMINGTON-04	MARE BRITANNICUM-04	APL PANAMA-06	KAOHSIUNG-09	APL KAOHSIUNG-13			
9235086	MARE CARIBICUM	Antigua	Hansa Mare & Co	MSC	2000 / 12	Hyundai Heavy Industries Ltd. Co, South Korea	1267	SUL	9RTA84C	36.460	24,5	266,70	32,30	12,50	4038	3155	430	52.196	40.306	None	TRADE HALLIE-03	YM SAVANNAH-04	APL ARGENTINA-13						
9101819	MARE DORICUM	Germany	Hansa Mare & Co		1995 / 08	Stocznia Szczecinska S.A., Poland	183/2/20	B&W;	6L50MC	6.930	18,1	149,50	22,30	8,30	1054	649	165	12.380	9.603	None	SEA NORDIC-95	BREDA STAD-98	ACX FALCON-02	MARE DORICUM-09	MSC BELIZE-09				
9248942	CAPE FOX	Marshall Islands	Columbia Shipmanagment		2003 / 08	Peene-Werft GmbH, Germany	504	B&W;	7S50	11.060	19,3	155,60	24,50	9,00	1221	908	178	16.449	14.308	None	TS YOKOHAMA-04	YM DA NANG-08	CAPE FOX-10	TIGER RBM-11					
9248930	CAPE FRIO	Marshall Islands	Columbia Shipmanagment		2003 / 05	Peene-Werft GmbH, Germany	502	B&W;	7S50	11.060	19,3	155,60	24,50	9,00	1221	908	178	16.449	14.308	None	TS TAICHUNG-10								
9193238	MARE LYCIUM	Antigua	Hansa Mare & Co	Libra	1999 / 11	Hyundai Heavy Industries Ltd. Co, South Korea	1185	SUL	9RTA84C	36.460	24,5	260,70	32,30	12,00	4038	2863	860	52.272	40.306	None	MOSEL BRIDGE-02	MARE LYCIUM-03	P&O; NEDLLOYD COBRA-06	MARE LYCIUM-06					
9193226	MARE PHOENICIUM	Antigua	Hansa Mare & Co	CSAV	1999 / 06	Hyundai Heavy Industries Ltd. Co, South Korea	1184	SUL	9RTA84C	36.460	24,5	260,70	32,30	12,00	4038	2863	860	52.357	40.306	None	EMS BRIDGE-01								
9306251	MAREN S	Liberia	Doehle Peter Schiffahrts	MCC	2005 / 03	Jinling Shipyard, China	01-0105	B&W;	7L458/64	9.730	19,6	147,80	23,50	8,50	1118	713	220	13.760	9.912	2 x 45	SYMS HUASHAN-o9								
9175717	KENT SPRINT	Antigua	Wrden Tom		2000 / 05	Saint John Shipbuilding Ltd., Canada	1143	SUL	6RTA62U	13.220	19,5	153,60	25,30	10,10	1174	815	120	17.500	12.875	2 x 40	TROPIC CANADA-04	CALA PROGRESO-09							
9362334	MARFRET GUYANE	United Kingdom	CMA-CGM	CMA-CGM	2007 / 10	Hyundai Heavy Industries Ltd. Co, South Korea	1872	B&W;	7S60MC-C	15.820	19,0	170,00	27,20	9,20	1691		480	18.860	17.594	2x45, 1x30									
9431630	MARFRET MARAJO	France	Marfret Compagnie Maritime	Marfret	2009 / 08	Hyundai Samho Heavy Industries Co. Ltd., South Korea	S392	B&W;	7S60MC-C	15.820	21,0	170,00	27,20	9,20	1691			18.860	14.400										
9231157	ANSGARITOR	Luxemburg	Schlssel Reederei	Marfret	2001 / 12	STX Shipbuilding Co. Ltd., South Korea	1068	B&W;	8S70MCC	24.833	22,1	210,00	30,10	11,50	2520	1856	440	33.220	26.350	4 x 40	CMA CGM RODIN-02	CMA CGM RODIN-06	RODIN-07	SORMIOU-10					
9550383	MARGARET RIVER BRIDGE	Panama	Seevance shipping SA	K-Line	2009 / 10	Imabari Shipbuilding Co. Ltd., Japan	692	B&W;	7S60MC	15.821	19,7	172,00	27,60	9,50	1700		192	21.481	17.500	None									
9121883	MARGARETA B	Antigua	Tesch Beredning		1998 / 01	Elbewerft Boizenburg GmbH, Germany	233	MAK	9M32	3.960	17,5	100,00	18,20	6,60	523	280	75	5.865	3.999	None									
9359002	MARGRETHE MAERSK	Denmark	Maersk Line	Maersk	2008 / 05	Odense Steel Shipyard AS, Denmark	211	WAR	12RT-flex96C	68.640	25,0	366.9	42,80	15,00	10150	7668	900	116.100	98.268	None									
9287924	MARGRIT RICKMERS	Liberia	Rickmers & Cie	Evergreen	2005 / 01	Hanjin Heavy Industries Co. Ltd., South Korea	127	B&W;	9K90MCC	41.130	23,3	294,10	32,30	13,50	5060	3373	454	68.042	54.214	None	MAERSK DHAKA								
9305893	MARGUERITE A	Turkey	Arkas Group	Maersk	2005 / 06	Peene-Werft GmbH, Germany	525	B&W;	7S50	11.060	19,3	184,00	24,50	9,00	1529	1145	178	22.033	17.665	2 x 45	MAERSK VARBERG-09								
9266566	MARIA	Antigua	Heinrich Petra KG	SAL	2003	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	1138	B&W;	9L48/60	8.640	19,0	137,00	21,80	8,40	868	600	102	11.401	8.337										
9429326	MARIA KATHARINA S	Liberia	Schepers R & Co	CMA-CGM	2010 / 04	Jiangsu Yangzijiang Shipbuilding Co. Ltd, China	2006 -732C	B&W;	6K80MCC	20.939	22,0	208,90	29,80	11,40	2504	1908	400	33.800	25.360	3 x 45									
9063976	MARIA RICKMERS	Luxamburg	Rickmers & Cie	Marfret	1993 / 07	Stocznia Szczecinska S.A., Poland	183/2/09	B&W;	6L50MC	6.930	18,1	162,90	22,30	8,10	1156	750	50	14.103	10.778	2 x 40	CCNI GUAYAS-94	MARIE RICKMERS-95	KARAWA-96	MARIE RICKMERS-97	KARAWA-98	MARIE RICKMERS-98	MELBRIDGE PALM-01	MARIE RICKMERS-02	MELBRIDGEPALM-02
9215907	CHRISTINA SCHULTE	Liberia	Eurasia International	Maersk	2001 / 07	Hyundai Heavy Industries Ltd. Co, South Korea	1300	SUL	7RTA 72 U	21.558	22,0	210,00	30,20	11,50	2556	1850	600	33.871	26.718	3 x 45	P&O; NEDLLOYD ACAPULCO-05								
9619969	MARIBO MAERSK	Denmark	Maersk Line	Maersk	2014 / 01	Daewoo Shipbuilding & Marine Engineering Ltd, South Korea	4256		2 x		22,0	399,00	59,00	16,50	18270			196.000	182.000	None									
9145061	CCNI AUSTRAL	Liberia	Rickmers & Cie		1999	Stocznia Szczecinska S.A., Poland	B577/2/2	SUL	6RTA58T	12.000	17	171,20	30,60	11,7	2466		No Info	35.000	22.817	3 x 40	LYKES CHALLENGER-01	CSAV GENOVA-03	CCNI AUSTRAL-05	CCNI AMADEO-07	MARIE RICKMERS-10				
9220847	MARIE DELMAS	Bahamas	CMA-CGM	CMA-CGM	2002 / 01	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	773	B&W;	8S70MC	24.850	22,0	195,60	30,20	10,50	2226	1745	300	30.456	26.061	3 x 45									
9619933	MARIE MAERSK	Denmark	Maersk Line	Maersk	2013 / 09	Daewoo Shipbuilding & Marine Engineering Ltd, South Korea	4253		2 x		22,0	399,00	59,00	16,50	18270			196.000	182.000	None									
9230775	MARIE SCHULTE	Antigua	Doehle Peter Schiffahrts	Maersk	2001 / 06	Stocznia Szczecinska S.A., Poland	170/1/26	SUL	6RTA62U	13320	19,6	184,70	25,30	10,00	1728	1124	200	22.800	16.801	3 x 45									
7716660	ROXANE DELMAS	Gibraltar	Nordana Line	Nordana	1979 / 00	Stocznia Szczecinska S.A., Poland	B484/01	SUL	6 RND90	12.806	17,0	186,60	32,30	10,60				24.233	31.007	1 x 40									
8906743	ZIM HONG KONG	Malta	Costamare Shipping		1992 / 02	HDW Howaldswerke Deutsche Werft AG, Germany	263	SUL	8RTA76	29.512	21,0	236,00	32,20	10,50	2402	2500	121	47.230	37.209	None									
9252864	MARINA	Cyprus	Klingenberg	CMA-CGM	2003	Jiangnan Shipyard (Group) Co. Ltd., China	A454	MAK	6M43	5.400	17,5	121,80	20,40	7,00	670	438	125	8.000	7.500	2 x 45									
8619065	NORASIA MUBARAK	Norway	Eastwind Shipmanagement	MSC	1987 / 11	HDW Howaldswerke Deutsche Werft AG, Germany	229	SUL	6RTA62	10.350	17,0	201,50	28,70	11,00	2097	1671	100	33.561	23.761	3 x 40	CAST LYNX-99	LYNX-01	CIELO DI VALENCIA-03						
8619053	NORASIA AL -MUNTAZAH	Liberia	FLM Shipmanagement	MSC	1987 / 11	HDW Howaldswerke Deutsche Werft AG, Germany	226	SUL	6RTA62	10.350	17,0	201,50	28,70	11,00	2097	1671	100	33.561	23.761	3 x 40	CAST BEAR	BEAR-02	P&O; NEDLLOYD FALCON-03						
8115605	ACTUARIA	Indonesia	Mitra Buana Line	QC CL	1983 / 02	Shanghai Edwards Shipyard, China	119	B&W;	5L55GFCA	5.502	15,0	147,50	22,20	8,10	806		50	13.126	9.923	2 x 36	KENT MERCHANT-96	ACTURIA-96	SINAR TOBA-99	ACTURIA-02	QC HONOUR-06				
8115629	ARABELLA	Indonesia	Mitra Buana Line	QC CL	1983 / 00	Shanghai Edwards Shipyard, China	121	B&W;	5L55GFCA	5.502	15,0	147,50	22,20	8,10	806		50	13.089	9.923	2 x 36	VILLE DU PONANT-87	RED SEA ENDURANCE-87	VILLE DE PONANT-88	ARABELLA-94	ZIM SAN JUAN-96	ARABELLA-01	QC DIGNITY-01		
8115617	NORDKAP	Cyprus	Meratus Line		1983 / 00	Shanghai Edwards Shipyard, China	120	B&W;	5L55GFCA	5.502	15,0	147,50	22,20	8,10	846		50	13.193	9.923	2 x 36	MAERSK BELLA-90	NORDKAP-90	EAGLE CAPE-91	TIGER GREEK-02	BANGA BORAT-12				
9151917	MARINE RICKMERS	Liberia	Rickmers & Cie	Maersk	1998 / 12	Shanghai Edwards Shipyard, China	H115	B&W;	6L60MC	10.400	16,0	149,60	23,00	8,60	1104	765	150	14.380	11.925	2 x 45	FANAL MARINER-01	MARINE RICKMERS-02	P&O; NEDLLOYD MAHE-05						
9053232	CONTSHIP FRANCE	Liberia	Euroseas		1993 / 02	A.G. Weser Seebeckwerft, Germany	1078	B&W;	6L60MC	8.500	18,5	163,30	27,50	14,50	1597		70	23.596	16.236	3 x 40	CONTI FRANCE-98	MAERSK JAKARTA-00	CONTI FRANCE-03	MSC FRANCE -04	YM XINGANG I-09	MASTRO NICHOS-09	YM PORT KELANG-12		
9337377	MARIO A	Turkey	Arkas Group	Grimaldi	2007 / 07	Peene-Werft GmbH, Germany	536	B&W;	7S50	11.060	19,3	184,00	24,50	9,00	1604	1172	178	22.033	17.665	None									
9122239	MARIS	Antigua	Moje Heinz KG		1995	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	1108	MWM	TBD645L9	3.825	15,5	100,60	18,20	6,56	508	372	52	5.210	3.999	none									
9228576	MARIVIA	Liberia	Dauelsberg Hermann	SCI	2002 / 06	Stocznia Gdansk S.A., Poland	8229/04	SUL	6RTA72	17930	21,5	188,00	30,00	11,50	2078		250	30.600	23.540	3 x 45	MARIVIA-09	SCI TRUST-10							
8117275	AL MARIYAH	UAE	United Arab Shipping Co	UASC	1983 / 00	Hyundai Heavy Industries Ltd. Co, South Korea	0213	B&W;	6L80GFCA	13.534	19,7	211,50	32,30	11,30	2109		150	35.615	32.534	None	VILLINE TAILO	VILLINE ORIENT	AL MARIYAH-12						
9113721	MAGDA	Netherlands	Holwerda		1995	J.J. Sietas KG Schiffswerft GmbH & Co., Germany	1104	MWM	TBD645L9	3.825	15,5	100,60	18,20	6,56	508	372	52	5.210	3.999	none	MAGDA								
9012771	CERRINA	Greece	Comersial SA		1993 / 05	Volkswerft Stralsund GmbH, Germany	484	MAN	8L48/50	6.640	16,3	128,50	20,50	8,30	626		90	9.410	7.361	2 x 40	CITY OF LIVERPOOL-94	LUCY BORCHARD-97	CERRNA-97	ZIM CARIBE-01	APL QUETZAL-03	CERRINA-07	ISLANDER-08		
9412517	MARMAN	Liberia	E R Schiffahrt	MCC	2011 / 01	Fujian Mawei Shipyard, China	431-15	SUL	8L46 MCR	9.240	19,0	164,50	21,40	7,30	889	610	231	12.400	8.250	None									
9339026	MARNEDIJK	Netherlands	Mare Shipmanagement BV		2006 / 09	Fujian Mawei Shipyard, China	VMW437-9	MAK	or	7.200	17,0	129,20	20,80	7,40	698	436	120	8.400	7.545										
8024909	SHIN-KASHU MARU	Malta	Ofer Ship holding	ZIM	1981 / 00	Hitachi Zosen Corp., Japan	4691	B&W;	9L90GFCA	23.023	22,8	221,50	31,20	11,00	1080		200	28.615	31.694	None	CALIFORNIA CERES-96	ASIA CROWN-96	ZIM OSAKA-96	APL MONTERAY-02	ZIM MARSEILLE-06				
9619971	MARSTAL MAERSK	Denmark	Maersk Line	Maersk	2014 / 04	Daewoo Shipbuilding & Marine Engineering Ltd, South Korea	4257		2 x		22,0	399,00	59,00	16,50	18270			196.000	182.000	None									
9312169	BELUGA ENDURANCE	Antigua	Heino Winter		2004	Qingshan Shipyard, China	20020307	MAK	9M43	8.400	15,5	138,00	21,00	8,10	673		0	12.850	9.600	2 x 120									
9020340	CATHRINE	Malta	Seafin Group	Seaboard	1993 / 10	Orskov Christensens Staalskibsvaerft AS, Denmark	174	MAK	8M601	10000	18,0	149,00	22,70	7,80	1139		150	12.216	10.546	2 x 40	ARKTIS SUN-02	MAERSK RIO HAINA-04	ALIANCA ATLANTICO-06	POLARIS-10					
9070008	MARWAN	Cyprus	Glahr H & Co		1994  / 05	Kvaerner Warnow-Werft GmbH, Germany	426	SUL	7RTA58	11.130	18,6	167,20	25,00	9,80	1388	1014	150	18.950	14.865	3 x 40	CABO BLANCO-97	MARWAN-99	BARRISTER-00	P&O; NEDLLOYD KILINDINI-03	MARWAN-	CALA PALENQUE-10			
9635664	MARY	Panama	Thenamaris shipping	Maersk	2012 / 12	Hyundai Samho Heavy Industries Co. Ltd., South Korea	S620								6900	4950													
9311878	MARY ARCTICA	Denmark	Royal Artic Line	RAL	2005 / 03	Stocznia Romontowa S.A., Poland	1104	B&W;	6S46MC-C	7.860	15,3	113,00	22,70	7,50	572		222	10.300	8.852										
9619921	MARY MAERSK	Denmark	Maersk Line	Maersk	2013 / 08	Daewoo Shipbuilding & Marine Engineering Ltd, South Korea	4252		2 x		22,0	399,00	59,00	16,50	18270			196.000	182.000	None									
9214525	HUA YUN HE	China	Schulte B.	COSCO	2000	Dalian Shipyard, China Shipbuilding Heavy Ind. Corp. , China	C250/4	B&W;	6L70MC	25.850	15,0	179,70	27,60	10,70	1702		200	25.850	20.624		HUA YUN HE-10								
9103386	ARKTIS MERMAID	Bahamas	Maryam shipping	CEC	1996	Aarhus Dockyard Ltd. (Aarhus Flydedok AS), Denmark	214	MAK	6M552C	4.500	16,0	100,80	20,20	8,2	652		106	8.943	6.285	2 x 70	NEDLLOYD CORFU-97	ARKTIS MERMAID-98	MAERSK SALVADOR-99	ANETTE DELMAS-99	UAL ANGOLA-01	CEC MERMAID-04	SEA MERMAID-04	CEC MERMAID-11	CLIPPER MERLIN-13
9112909	CAPE NEGRO	Liberia	Ahrenkiel CF KG	STX	1995 / 12	Stocznia Gdansk S.A., Poland	B191/02	B&W;	6L70MC	16200	20,9	175,00	26,50	10,50	1504	1180	200	22.148	17.285	None	MASOVIA-05	YM IZMIR09							
9400095	ALBERTA	Liberia	Doehle Peter Schiffahrts	CSAV	2010 / 11	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	899	SUL	10-RTflex 96C	57.226	25,3	305,80	40,00	14,30	6589	4923	1.162	80.200	75.900	None									
9412531	GRANI	Antigua	E R Schiffahrt	Hanjin	2011 / 01	Fujian Mawei Shipyard, China	UN 01	MAK	9M43C	9.000	18,3	164,50	21,40	7,30	887	635	231	12.400	8.250	2x45									
8813647	MAHA BHUM	Singapore	Regional Container Line	RCL	1990 / 03	Hanjin Heavy Industries Co. Ltd., South Korea	8859	B&W;	6L60MC	10.416	17,0	145,60	25,00	8,10	1248	850	60	14.690	11.070	2 x 40									
9292448	SIMA PRIME	France	Arkas Group		2004 / 05	Peene-Werft GmbH, Germany	514	B&W;	7S50	11.060	19,3	155,60	24,50	9,00	1221	924	178	16.449	14.308	2 x 45	MARFRET DOUCE FRANCE-12								
9184196	MATSUKO	Panama	COSCO Container Lines	COSCO	1999	Kyokuyo Shipyard Corp. , Japan	421	B&W;	6S50MC	6.488	17,5	138,30	22,40	7,80	564		222	9.509	8.957	None									
9130913	SYDNEY EXPRESS	Isle of Man	Reederei H Winter		1996	Detlef Hegemann Rolandwerft GmbH & Co. KG, Germany	175	MAN	12V32/40	5.280	16,5	118,00	19,40	7,30	597		80	6.850	5.522	2 x 40	SYDNEY EXPRESS-02								
9299513	BELUGA STIMULATION	Gibraltar	H.Winter		2005 / 05	Bodewes Scheepswerf Volharding B.V., Netherlands	557	MAK	8M43	7.200	18,0	134,70	21,50	7,00	750	529	190	9.450	7.680	None	OOCL NOVGOROD-06	BELUGA STIMULATION-11	HAL SINGAPORE-11						
9619983	MATZ MAERSK	Denmark	Maersk Line	Maersk	2014 / 06	Daewoo Shipbuilding & Marine Engineering Ltd, South Korea	4258		2 x		22,0	399,00	59,00	16,50	18270			196.000	182.000	None									
7602338	MAUI	United States	Matson Navigation	Matson	1978 / 00	Bay Shipbuilding Corp., uSA	371	TUR	DEL	25.538	20,0	219,60	29,00	10,30	1635		368	24.629	24.544	None									
9400069	MAULE	Liberia	CSAV	CSAV	2010 / 04	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	896	SUL	10-RTflex 96C	57.226	25,3	305,80	40,00	14,30	6589	4923	1.162	80.200	75.900	None									
9400071	ARABELLA D	Liberia	Doehle Peter Schiffahrts	CSAV	2010 / 05	China Shipbuilding Corp. Kaohsiung Shipyard, Taiwan	897	SUL	10-RTflex 96C	57.226	25,3	305,80	40,00	14,30	6589	4923	1.162	80.200	75.900	None									
9273686	MANALEI	United States	Matson Navigation	Matson	2006 / 08	Kvaerner Philadelphia Shipyard Inc., USA	004	B&W;	8K80MCC	25.880	22,5	217,00	32,20	12,50	2890	2170	300	38.261	32.575										
9268538	MAUNAWILI	United States	Matson Navigation	Matson	2004	Kvaerner Philadelphia Shipyard Inc., USA	002	B&W;	8K80MCC	25.880	22,5	217,00	32,20	12,50	2890	2170	300	38.261	32.575										
9369071	MAXIMA	Antigua	Intersee Schiffahrt		2006 / 12	Damen Hoogezand Scheepswerf B.V., Foxtol, Netherlands	7302	MAK	9M32	4.320	14,0	145,60	18,30	7,50	667	421	60	10.600	7.878	2 x 60									
9290529	APL BEIJING	Singapore	American President Line -NOL	APL	2004 / 10	Hyundai Samho Heavy Industries Co. Ltd., South Korea	S216	SUL	8RTA96C	51.485	25,5	294,10	32,20	12,80	5026	3320	500	67.170	54.592	None									
8310542	ISLA SOLEDAD	Bahamas	Hijazi & Gohsheh Co		1989	Astilleros Rio Santiago, Argentina	66	SUL	6RLB76	11.475	18,8	197,70	28,40	10,00	1226		178	24.427	18.943	4 x 36	ISLA SOLEDAD-98	ELAN VITAL-03							
9349526	MAYSSAN	Kuwait	United Arab Shipping Co	UASC	2008 / 05	Hyundai Heavy Industries Ltd. Co, South Korea	1835	B&W;	10K98ME	68.382	25,5	305,40	40,00	14,50	6919	4898	486	85.437	75.579	None									
9619995	MAYVIEW MAERSK	Denmark	Maersk Line	Maersk	2014 / 06	Daewoo Shipbuilding & Marine Engineering Ltd, South Korea	4259		2 x		22,0	399,00	59,00	16,50	18270			196.000	182.000	None									
9634660	ORNELLA	Cyyprus	Buss		2012 / 11	Guangzhou Wenchong Shipyard, China	434	B&W;	7S60MC	14.325	20,5	175,00	24,80	9,50	1740	1330	296	23.580	18.334	2 x 40									
9335812	OCEAN BRIGHT	Hong Kong	Cido Shipping	CMA-CGM	2007 / 04	China Shipbuilding Corp. Keelung Shipyard, Taiwan	866	B&W;	7S60MC-C	15.806	19,8	172,70	27,30	9,50	1805			21.700	15.700	None	CMA CGM PARANA-09								
9346574	JOHANNA RUSS	Antigua	Russ E & Co	Maersk	2007 / 00	Jiangdong Shipbuilding, China	1100-10	MAN	7L58/64	9.730	20,0	148,00	23,50	8,50	1118		200	13.760	9.966	2 x 45									
9060297	TRIUMPH	Indonesia	Projex Schiffahrt	Maersk	1994 / 12	Hanjin Heavy Industries Co. Ltd., South Korea	616	B&W;	6S60MC	12.268	19,5	168,00	27,20	9,20	1642	1196	108	21.478	16.915	2 x40	NEDLLOYD RIO	NEDLLOYD LAGOS	TRUMPH-01	P&O; NEDLLOYD EVEREST-01	P&O; NEDLLOYD PINTA-02	P&O; NEDLLOYD EVEREST-03	TRUMPH-04	LYKES RACER-06	TRIUMPH-07
9357547	OCEAN SPICA	Singapore	X-Press PTE	MCC	2008 / 11	China Shipbuilding Corp. Keelung Shipyard, Taiwan	885	B&W;	7S60MC-C	15.806	19,8	172,7	27,3	9,5	1805			21.700	15.700	None	OCEAN SPICA-09	X-PRESS DHAULAGIRI-12	OCEAN SPICA-12						
8900842	KAIRO	Philippines	MCC Transport Philippines Inc	MCC	1992 / 01	Stocznia Szczecinska S.A., Poland	183/001	B&W;	6L50MC	6.930	18,0	149,50	22,30	8,30	1012	649	50	12.583	9.603	2 x 40	MAERSK ASIA TERTIO	NOBLE-02	MAERSK ASIA TERTIO-02	NOBLE-11					
9123532	HELEN SCHULTE	Cyprus	Navigo Management	MCC	1997 / 04	Stocznia Szczecinska S.A., Poland	186/6/11	SUL	6RTA62U	13.320	19,0	179,20	25,30	9,90	1684		120	22.360	16.252	3 x 45	LIBRA HOUSTON-99	HELENE SCHULTE-99	DIRECT KIWI-02	LIBRA ECUADOR-09					
9111450	MERKUR LAKE	Philippines	MCC Transport Philippines Inc	MCC	1994 / 11	Stocznia Szczecinska S.A., Poland	183/2/16	B&W;	6L50MC	7.282	18,0	149,60	22,30	8,30	1012	649	50	12.574	9.603	2 x 40	LIBRA GENOVA-96	MERKUR LAKE-96	EWL SURINAME-04	MERKUR LAKE-11					
9634672	OLIVIA	Cyyprus	Buss		2013 / 01	Guangzhou Wenchong Shipyard, China	435	B&W;	7S60MC	14.325	20,5	175,00	24,80	9,50	1740	1330	296	23.580	18.334	2 x 40									
9405100	VROON EXPRESS 1	Phillipines	Vroon BV	MCC	2008 / 06	Jinling Shipyard, China	04-0424	B&W;	7L458/64	9.730	19,6	147,80	23,50	8,50	1118	713	220	13.760	9.912	2 x 45	IBERIAN EXPRESS-09								
9405112	VROON EXPRESS 2	Phillipines	Vroon BV	MCC	2008 / 10	Jinling Shipyard, China	04-0425	B&W;	7L458/64	9.730	19,6	147,80	23,50	8,50	1118	713	220	13.760	9.912	2 x 45	INDIAN EXPRESS-10								
9357535	X-PRESS ANNAPURNA	Liberia	Cido Shipping	MCC	2008 / 09	China Shipbuilding Corp. Keelung Shipyard, Taiwan	884	B&W;	7S60MC-C	15.806	19,8	172,7	27,3	9,5	1805			21.700	15.700	None	X-PRESS ANNAPURNA-09	OCEAN BIRD-09	X-PRESS ANNAPURNA-12						
9634684	OCEANA	Cyyprus	Gebr Winter		2013 / 05	Guangzhou Wenchong Shipyard, China	436	B&W;	7S60MC	14.325	20,5	175,00	24,80	9,50	1740	1330	296	21.789	17.769	2 x 40									
9634696	OCTAVIA	Cyyprus	Buss		2013 / 06	Guangzhou Wenchong Shipyard, China	437	B&W;	7S60MC	14.325	20,5	175,00	24,80	9,50	1740	1330	296	21.789	17.769	2 x 40									
